command_id,command_type,complexity,method,valid_json,rejected,rejection_category,schema_valid,semantic_valid,compilation_success,executable,retry_count,attempt_count,latency_ms,prompt_tokens,completion_tokens,error_type,error_detail,payload_json,compiled_json,goals_json,valid_input,expected_error,correct_rejection,false_executable,missing_field_count,required_field_slots,invalid_uav_count,uav_reference_count,invalid_formation_count,formation_task_count
sequential_08,sequential,3,lfs_schema,true,false,,true,false,true,true,0,1,23015,612,1754,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[2,3,4,5,6,7],""F"":""Line"",""c"":[7,0,4],""r"":2.5,""T"":8,""m"":""normal"",""s"":1.0,""q"":""direct""},{""task_id"":2,""U"":[2,3,4,5,6,7],""F"":""Circle"",""c"":[0,7,4],""r"":3.0,""T"":10,""m"":""aggressive"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":8.0,""uav_id"":[2,3,4,5,6,7],""uav_count"":6,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[7.0,0.0,4.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Line"",""formation_radius"":2.5}},{""task_sequence_id"":2,""duration_seconds"":10.0,""uav_id"":[2,3,4,5,6,7],""uav_count"":6,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""aggressive"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0.0,7.0,4.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":3.0}}]}","[{""uav_ids"":[2,3,4,5,6,7],""goals"":[[0.75,0.0,4.0],[3.25,0.0,4.0],[5.75,0.0,4.0],[8.25,0.0,4.0],[10.75,0.0,4.0],[13.25,0.0,4.0]]},{""uav_ids"":[2,3,4,5,6,7],""goals"":[[3.0,7.0,4.0],[1.5000000000000004,9.598076211353316,4.0],[-1.4999999999999993,9.598076211353316,4.0],[-3.0,7.0,4.0],[-1.5000000000000013,4.401923788646685,4.0],[1.5000000000000004,4.401923788646684,4.0]]}]",true,,false,false,0,16,0,12,0,2
sequential_07,sequential,3,lfs_schema_semantic,true,false,,true,true,true,true,0,1,28786,611,2158,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[1,2,3,4,5],""F"":""Line"",""c"":[6,0,3],""r"":2.0,""T"":7,""m"":""smooth"",""s"":1.0,""q"":""direct""},{""task_id"":2,""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[0,6,3],""r"":2.5,""T"":9,""m"":""normal"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":7.0,""uav_id"":[1,2,3,4,5],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""smooth"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[6.0,0.0,3.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Line"",""formation_radius"":2.0}},{""task_sequence_id"":2,""duration_seconds"":9.0,""uav_id"":[1,2,3,4,5],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0.0,6.0,3.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":2.5}}]}","[{""uav_ids"":[1,2,3,4,5],""goals"":[[2.0,0.0,3.0],[4.0,0.0,3.0],[6.0,0.0,3.0],[8.0,0.0,3.0],[10.0,0.0,3.0]]},{""uav_ids"":[1,2,3,4,5],""goals"":[[2.5,6.0,3.0],[0.7725424859373686,8.377641290737884,3.0],[-2.022542485937368,7.469463130731183,3.0],[-2.022542485937369,4.5305368692688175,3.0],[0.7725424859373681,3.622358709262116,3.0]]}]",true,,false,false,0,16,0,10,0,2
sequential_08,sequential,3,lfs_schema_semantic,true,false,,true,true,true,true,0,1,18680,612,1396,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[2,3,4,5,6,7],""F"":""Line"",""c"":[7,0,4],""r"":2.5,""T"":8,""m"":""normal"",""s"":1.0,""q"":""continuous""},{""task_id"":2,""U"":[2,3,4,5,6,7],""F"":""Circle"",""c"":[0,7,4],""r"":3.0,""T"":10,""m"":""aggressive"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":8.0,""uav_id"":[2,3,4,5,6,7],""uav_count"":6,""trigger_condition"":""continuous_transit"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[7.0,0.0,4.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Line"",""formation_radius"":2.5}},{""task_sequence_id"":2,""duration_seconds"":10.0,""uav_id"":[2,3,4,5,6,7],""uav_count"":6,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""aggressive"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0.0,7.0,4.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":3.0}}]}","[{""uav_ids"":[2,3,4,5,6,7],""goals"":[[0.75,0.0,4.0],[3.25,0.0,4.0],[5.75,0.0,4.0],[8.25,0.0,4.0],[10.75,0.0,4.0],[13.25,0.0,4.0]]},{""uav_ids"":[2,3,4,5,6,7],""goals"":[[3.0,7.0,4.0],[1.5000000000000004,9.598076211353316,4.0],[-1.4999999999999993,9.598076211353316,4.0],[-3.0,7.0,4.0],[-1.5000000000000013,4.401923788646685,4.0],[1.5000000000000004,4.401923788646684,4.0]]}]",true,,false,false,0,16,0,12,0,2
sequential_09,sequential,4,task_json_no_schema,true,false,,false,false,true,true,0,1,12320,539,1104,,,"{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":5,""uav_id"":[1,2,3,4,5,6,7,8],""uav_count"":8,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[4,0,5],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Line"",""formation_radius"":3.0}},{""task_sequence_id"":2,""duration_seconds"":7,""uav_id"":[1,2,3,4,5,6,7,8],""uav_count"":8,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0,4,5],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":2.5}}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":5,""uav_id"":[1,2,3,4,5,6,7,8],""uav_count"":8,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[4,0,5],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Line"",""formation_radius"":3.0}},{""task_sequence_id"":2,""duration_seconds"":7,""uav_id"":[1,2,3,4,5,6,7,8],""uav_count"":8,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0,4,5],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":2.5}}]}","[{""uav_ids"":[1,2,3,4,5,6,7,8],""goals"":[[-6.5,0.0,5.0],[-3.5,0.0,5.0],[-0.5,0.0,5.0],[2.5,0.0,5.0],[5.5,0.0,5.0],[8.5,0.0,5.0],[11.5,0.0,5.0],[14.5,0.0,5.0]]},{""uav_ids"":[1,2,3,4,5,6,7,8],""goals"":[[2.5,4.0,5.0],[1.7677669529663689,5.767766952966369,5.0],[1.5308084989341916e-16,6.5,5.0],[-1.7677669529663687,5.767766952966369,5.0],[-2.5,4.0,5.0],[-1.7677669529663693,2.232233047033631,5.0],[-4.592425496802574e-16,1.5,5.0],[1.7677669529663684,2.2322330470336307,5.0]]}]",true,,false,false,0,24,0,16,0,2
sequential_09,sequential,4,lfs_schema_semantic,true,false,,true,true,true,true,0,1,10354,611,895,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[1,2,3,4,5,6,7,8],""F"":""Line"",""c"":[4,0,5],""r"":3.0,""T"":5,""m"":""normal"",""s"":1.0,""q"":""continuous""},{""task_id"":2,""U"":[1,2,3,4,5,6,7,8],""F"":""Circle"",""c"":[0,4,5],""r"":2.5,""T"":7,""m"":""normal"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":5.0,""uav_id"":[1,2,3,4,5,6,7,8],""uav_count"":8,""trigger_condition"":""continuous_transit"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[4.0,0.0,5.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Line"",""formation_radius"":3.0}},{""task_sequence_id"":2,""duration_seconds"":7.0,""uav_id"":[1,2,3,4,5,6,7,8],""uav_count"":8,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0.0,4.0,5.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":2.5}}]}","[{""uav_ids"":[1,2,3,4,5,6,7,8],""goals"":[[-6.5,0.0,5.0],[-3.5,0.0,5.0],[-0.5,0.0,5.0],[2.5,0.0,5.0],[5.5,0.0,5.0],[8.5,0.0,5.0],[11.5,0.0,5.0],[14.5,0.0,5.0]]},{""uav_ids"":[1,2,3,4,5,6,7,8],""goals"":[[2.5,4.0,5.0],[1.7677669529663689,5.767766952966369,5.0],[1.5308084989341916e-16,6.5,5.0],[-1.7677669529663687,5.767766952966369,5.0],[-2.5,4.0,5.0],[-1.7677669529663693,2.232233047033631,5.0],[-4.592425496802574e-16,1.5,5.0],[1.7677669529663684,2.2322330470336307,5.0]]}]",true,,false,false,0,16,0,16,0,2
sequential_09,sequential,4,lfs_schema,true,false,,true,false,true,true,0,1,16831,611,1288,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[1,2,3,4,5,6,7,8],""F"":""Line"",""c"":[4,0,5],""r"":3.0,""T"":5,""m"":""normal"",""s"":1.0,""q"":""direct""},{""task_id"":2,""U"":[1,2,3,4,5,6,7,8],""F"":""Circle"",""c"":[0,4,5],""r"":2.5,""T"":7,""m"":""normal"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":5.0,""uav_id"":[1,2,3,4,5,6,7,8],""uav_count"":8,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[4.0,0.0,5.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Line"",""formation_radius"":3.0}},{""task_sequence_id"":2,""duration_seconds"":7.0,""uav_id"":[1,2,3,4,5,6,7,8],""uav_count"":8,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0.0,4.0,5.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":2.5}}]}","[{""uav_ids"":[1,2,3,4,5,6,7,8],""goals"":[[-6.5,0.0,5.0],[-3.5,0.0,5.0],[-0.5,0.0,5.0],[2.5,0.0,5.0],[5.5,0.0,5.0],[8.5,0.0,5.0],[11.5,0.0,5.0],[14.5,0.0,5.0]]},{""uav_ids"":[1,2,3,4,5,6,7,8],""goals"":[[2.5,4.0,5.0],[1.7677669529663689,5.767766952966369,5.0],[1.5308084989341916e-16,6.5,5.0],[-1.7677669529663687,5.767766952966369,5.0],[-2.5,4.0,5.0],[-1.7677669529663693,2.232233047033631,5.0],[-4.592425496802574e-16,1.5,5.0],[1.7677669529663684,2.2322330470336307,5.0]]}]",true,,false,false,0,16,0,16,0,2
sequential_09,sequential,4,direct_waypoint,true,false,,false,false,true,true,0,1,46916,497,3788,,,"{""tasks"":[{""task_id"":1,""formation_type"":""Line"",""duration"":5,""motion_style"":""normal"",""safety_factor"":1.0,""trigger"":""direct"",""uav_to_goal"":[{""uav_id"":1,""goal"":[-6.5,0.0,5.0]},{""uav_id"":2,""goal"":[-3.5,0.0,5.0]},{""uav_id"":3,""goal"":[-0.5,0.0,5.0]},{""uav_id"":4,""goal"":[2.5,0.0,5.0]},{""uav_id"":5,""goal"":[5.5,0.0,5.0]},{""uav_id"":6,""goal"":[8.5,0.0,5.0]},{""uav_id"":7,""goal"":[11.5,0.0,5.0]},{""uav_id"":8,""goal"":[14.5,0.0,5.0]}]},{""task_id"":2,""formation_type"":""Circle"",""duration"":7,""motion_style"":""normal"",""safety_factor"":1.0,""trigger"":""direct"",""uav_to_goal"":[{""uav_id"":1,""goal"":[2.5,4.0,5.0]},{""uav_id"":2,""goal"":[1.77,5.77,5.0]},{""uav_id"":3,""goal"":[0.0,6.5,5.0]},{""uav_id"":4,""goal"":[-1.77,5.77,5.0]},{""uav_id"":5,""goal"":[-2.5,4.0,5.0]},{""uav_id"":6,""goal"":[-1.77,2.23,5.0]},{""uav_id"":7,""goal"":[0.0,1.5,5.0]},{""uav_id"":8,""goal"":[1.77,2.23,5.0]}]}]}",,"[{""uav_ids"":[1,2,3,4,5,6,7,8],""goals"":[[-6.5,0.0,5.0],[-3.5,0.0,5.0],[-0.5,0.0,5.0],[2.5,0.0,5.0],[5.5,0.0,5.0],[8.5,0.0,5.0],[11.5,0.0,5.0],[14.5,0.0,5.0]]},{""uav_ids"":[1,2,3,4,5,6,7,8],""goals"":[[2.5,4.0,5.0],[1.77,5.77,5.0],[0.0,6.5,5.0],[-1.77,5.77,5.0],[-2.5,4.0,5.0],[-1.77,2.23,5.0],[0.0,1.5,5.0],[1.77,2.23,5.0]]}]",true,,false,false,0,14,0,16,0,2
sequential_10,sequential,3,task_json_no_schema,true,false,,false,false,true,true,0,1,24722,539,1927,,,"{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":6,""uav_id"":[1,2,3,4,5],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""smooth"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[5,0,3],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Line"",""formation_radius"":2.0}},{""task_sequence_id"":2,""duration_seconds"":8,""uav_id"":[1,2,3,4,5],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0,5,3],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":3.0}}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":6,""uav_id"":[1,2,3,4,5],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""smooth"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[5,0,3],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Line"",""formation_radius"":2.0}},{""task_sequence_id"":2,""duration_seconds"":8,""uav_id"":[1,2,3,4,5],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0,5,3],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":3.0}}]}","[{""uav_ids"":[1,2,3,4,5],""goals"":[[1.0,0.0,3.0],[3.0,0.0,3.0],[5.0,0.0,3.0],[7.0,0.0,3.0],[9.0,0.0,3.0]]},{""uav_ids"":[1,2,3,4,5],""goals"":[[3.0,5.0,3.0],[0.9270509831248424,7.853169548885461,3.0],[-2.427050983124842,6.76335575687742,3.0],[-2.427050983124843,3.236644243122581,3.0],[0.9270509831248417,2.146830451114539,3.0]]}]",true,,false,false,0,24,0,10,0,2
sequential_10,sequential,3,direct_waypoint,true,false,,false,false,true,true,0,1,31762,497,2290,,,"{""tasks"":[{""task_id"":1,""formation_type"":""Line"",""duration"":6,""motion_style"":""smooth"",""safety_factor"":1.0,""trigger"":""direct"",""uav_to_goal"":[{""uav_id"":1,""goal"":[1,0,3]},{""uav_id"":2,""goal"":[3,0,3]},{""uav_id"":3,""goal"":[5,0,3]},{""uav_id"":4,""goal"":[7,0,3]},{""uav_id"":5,""goal"":[9,0,3]}]},{""task_id"":2,""formation_type"":""Circle"",""duration"":8,""motion_style"":""normal"",""safety_factor"":1.0,""trigger"":""direct"",""uav_to_goal"":[{""uav_id"":1,""goal"":[3,5,3]},{""uav_id"":2,""goal"":[0.927,7.853,3]},{""uav_id"":3,""goal"":[-2.427,6.763,3]},{""uav_id"":4,""goal"":[-2.427,3.237,3]},{""uav_id"":5,""goal"":[0.927,2.147,3]}]}]}",,"[{""uav_ids"":[1,2,3,4,5],""goals"":[[1.0,0.0,3.0],[3.0,0.0,3.0],[5.0,0.0,3.0],[7.0,0.0,3.0],[9.0,0.0,3.0]]},{""uav_ids"":[1,2,3,4,5],""goals"":[[3.0,5.0,3.0],[0.927,7.853,3.0],[-2.427,6.763,3.0],[-2.427,3.237,3.0],[0.927,2.147,3.0]]}]",true,,false,false,0,14,0,10,0,2
sequential_10,sequential,3,lfs_schema,true,false,,true,false,true,true,0,1,18479,611,1367,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[1,2,3,4,5],""F"":""Line"",""c"":[5,0,3],""r"":2.0,""T"":6,""m"":""smooth"",""s"":1.0,""q"":""direct""},{""task_id"":2,""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[0,5,3],""r"":3.0,""T"":8,""m"":""normal"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":6.0,""uav_id"":[1,2,3,4,5],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""smooth"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[5.0,0.0,3.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Line"",""formation_radius"":2.0}},{""task_sequence_id"":2,""duration_seconds"":8.0,""uav_id"":[1,2,3,4,5],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0.0,5.0,3.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":3.0}}]}","[{""uav_ids"":[1,2,3,4,5],""goals"":[[1.0,0.0,3.0],[3.0,0.0,3.0],[5.0,0.0,3.0],[7.0,0.0,3.0],[9.0,0.0,3.0]]},{""uav_ids"":[1,2,3,4,5],""goals"":[[3.0,5.0,3.0],[0.9270509831248424,7.853169548885461,3.0],[-2.427050983124842,6.76335575687742,3.0],[-2.427050983124843,3.236644243122581,3.0],[0.9270509831248417,2.146830451114539,3.0]]}]",true,,false,false,0,16,0,10,0,2
sequential_10,sequential,3,lfs_schema_semantic,true,false,,true,true,true,true,0,1,13609,611,969,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[1,2,3,4,5],""F"":""Line"",""c"":[5,0,3],""r"":2.0,""T"":6,""m"":""smooth"",""s"":1.0,""q"":""direct""},{""task_id"":2,""U"":[1,2,3,4,5],""F"":""Circle"",""c"":[0,5,3],""r"":3.0,""T"":8,""m"":""normal"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":6.0,""uav_id"":[1,2,3,4,5],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""smooth"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[5.0,0.0,3.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Line"",""formation_radius"":2.0}},{""task_sequence_id"":2,""duration_seconds"":8.0,""uav_id"":[1,2,3,4,5],""uav_count"":5,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0.0,5.0,3.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":3.0}}]}","[{""uav_ids"":[1,2,3,4,5],""goals"":[[1.0,0.0,3.0],[3.0,0.0,3.0],[5.0,0.0,3.0],[7.0,0.0,3.0],[9.0,0.0,3.0]]},{""uav_ids"":[1,2,3,4,5],""goals"":[[3.0,5.0,3.0],[0.9270509831248424,7.853169548885461,3.0],[-2.427050983124842,6.76335575687742,3.0],[-2.427050983124843,3.236644243122581,3.0],[0.9270509831248417,2.146830451114539,3.0]]}]",true,,false,false,0,16,0,10,0,2
sequential_08,sequential,3,direct_waypoint,true,false,,false,false,true,true,1,2,97653,1037,7111,,,"{""tasks"":[{""task_id"":1,""formation_type"":""Line"",""duration"":8,""motion_style"":""normal"",""safety_factor"":1.0,""trigger"":""direct"",""uav_to_goal"":[{""uav_id"":2,""goal"":[0.75,0,4]},{""uav_id"":3,""goal"":[3.25,0,4]},{""uav_id"":4,""goal"":[5.75,0,4]},{""uav_id"":5,""goal"":[8.25,0,4]},{""uav_id"":6,""goal"":[10.75,0,4]},{""uav_id"":7,""goal"":[13.25,0,4]}]},{""task_id"":2,""formation_type"":""Circle"",""duration"":10,""motion_style"":""aggressive"",""safety_factor"":1.0,""trigger"":""direct"",""uav_to_goal"":[{""uav_id"":2,""goal"":[3,7,4]},{""uav_id"":3,""goal"":[1.5,9.5980762,4]},{""uav_id"":4,""goal"":[-1.5,9.5980762,4]},{""uav_id"":5,""goal"":[-3,7,4]},{""uav_id"":6,""goal"":[-1.5,4.4019238,4]},{""uav_id"":7,""goal"":[1.5,4.4019238,4]}]}]}",,"[{""uav_ids"":[2,3,4,5,6,7],""goals"":[[0.75,0.0,4.0],[3.25,0.0,4.0],[5.75,0.0,4.0],[8.25,0.0,4.0],[10.75,0.0,4.0],[13.25,0.0,4.0]]},{""uav_ids"":[2,3,4,5,6,7],""goals"":[[3.0,7.0,4.0],[1.5,9.5980762,4.0],[-1.5,9.5980762,4.0],[-3.0,7.0,4.0],[-1.5,4.4019238,4.0],[1.5,4.4019238,4.0]]}]",true,,false,false,0,14,0,12,0,2
sequential_11,sequential,3,lfs_schema,true,false,,true,false,true,true,0,1,18405,612,1339,,,"{""lfs_version"":""1.0"",""tasks"":[{""task_id"":1,""U"":[2,3,4,5,6,7],""F"":""Line"",""c"":[6,0,4],""r"":2.5,""T"":7,""m"":""normal"",""s"":1.0,""q"":""continuous""},{""task_id"":2,""U"":[2,3,4,5,6,7],""F"":""Circle"",""c"":[0,6,4],""r"":2.5,""T"":9,""m"":""aggressive"",""s"":1.0,""q"":""direct""}]}","{""task_sequences"":[{""task_sequence_id"":1,""duration_seconds"":7.0,""uav_id"":[2,3,4,5,6,7],""uav_count"":6,""trigger_condition"":""continuous_transit"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""normal"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[6.0,0.0,4.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Line"",""formation_radius"":2.5}},{""task_sequence_id"":2,""duration_seconds"":9.0,""uav_id"":[2,3,4,5,6,7],""uav_count"":6,""trigger_condition"":""direct_execution"",""wait_time"":null,""iapf_safety_margin_factor"":1.0,""motion_profile"":""aggressive"",""constraints"":[""minimal_topology_change"",""no_trajectory_cross"",""keep_safety_distance""],""global_center"":[0.0,6.0,4.0],""generation_mode"":""parametric"",""parametric_data"":{""formation_type"":""Circle"",""formation_radius"":2.5}}]}","[{""uav_ids"":[2,3,4,5,6,7],""goals"":[[-0.25,0.0,4.0],[2.25,0.0,4.0],[4.75,0.0,4.0],[7.25,0.0,4.0],[9.75,0.0,4.0],[12.25,0.0,4.0]]},{""uav_ids"":[2,3,4,5,6,7],""goals"":[[2.5,6.0,4.0],[1.2500000000000002,8.165063509461095,4.0],[-1.2499999999999996,8.165063509461097,4.0],[-2.5,6.0,4.0],[-1.250000000000001,3.834936490538904,4.0],[1.2500000000000002,3.8349364905389036,4.0]]}]",true,,false,false,0,16,0,12,0,2
